City,Days Overdue Breakdown,Loan Term in Years,Origination Date,Segment,State,Amount,Amount Due,Avg. Interest Rate,Calc for Metrics Parameter,Days Overdue,Loan Term in Months,No. of Loans,Risk Rate
Gadsden,76-90,21-30 Years,2021-09-09,Home Mortgage,Alabama,500.0,528.0,6,500,88,276,1,1
New York City,90+,21-30 Years,2020-08-19,Home Mortgage,New York,500.0,520.0,4,500,92,276,1,1
Kansas City,0-15,21-30 Years,2021-05-26,Home Mortgage,Missouri,1000.0,1060.0,6,"1,000",12,276,1,1
Albany,16-30,21-30 Years,2020-08-08,Home Mortgage,New York,1000.0,1036.0,4,"1,000",16,276,1,1
Brooklyn,46-60,21-30 Years,2022-06-01,Home Mortgage,New York,1000.0,1046.0,5,"1,000",60,276,1,1
Denver,31-45,21-30 Years,2021-12-24,Home Mortgage,Colorado,2000.0,2108.0,5,"2,000",42,276,1,1
Portland,46-60,21-30 Years,2022-05-22,Home Mortgage,Oregon,2000.0,2070.0,3,"2,000",47,276,1,1
Stockton,46-60,21-30 Years,2021-05-07,Home Mortgage,California,2000.0,2081.0,4,"2,000",48,276,1,1
Saint Paul,76-90,21-30 Years,2022-03-31,Home Mortgage,Minnesota,2000.0,2078.0,4,"2,000",79,276,1,1
El Paso,31-45,21-30 Years,2020-11-07,Home Mortgage,Texas,3000.0,3160.0,5,"3,000",40,276,1,1
Shawnee Mission,31-45,21-30 Years,2022-02-26,Home Mortgage,Kansas,8000.0,8337.0,4,"8,000",32,276,1,1
Salt Lake City,46-60,21-30 Years,2020-11-21,Home Mortgage,Utah,24000.0,24787.0,3,"24,000",58,276,1,1
Sacramento,16-30,21-30 Years,2021-06-16,Home Mortgage,California,500.0,517.0,3,500,16,288,1,1
Tulsa,16-30,21-30 Years,2020-10-03,Home Mortgage,Oklahoma,500.0,528.0,6,500,18,288,1,1
Fort Worth,16-30,21-30 Years,2021-03-20,Home Mortgage,Texas,500.0,516.0,3,500,19,288,1,1
New York City,46-60,21-30 Years,2019-10-31,Home Mortgage,New York,500.0,529.0,6,500,46,288,1,1
Santa Rosa,46-60,21-30 Years,2021-08-22,Home Mortgage,California,500.0,522.0,4,500,51,288,1,1
Philadelphia,46-60,21-30 Years,2019-12-20,Home Mortgage,Pennsylvania,500.0,517.0,3,500,57,288,1,1
Columbus,46-60,21-30 Years,2020-01-20,Home Mortgage,Georgia,500.0,521.0,4,500,59,288,1,1
Colorado Springs,76-90,21-30 Years,2021-09-26,Home Mortgage,Colorado,500.0,517.0,3,500,89,288,1,1
Lubbock,76-90,21-30 Years,2022-04-15,Home Mortgage,Texas,500.0,529.0,6,500,90,288,1,1
Madison,90+,21-30 Years,2022-02-16,Home Mortgage,Wisconsin,500.0,522.0,4,500,92,288,1,1
Huntington,90+,21-30 Years,2020-11-27,Home Mortgage,West Virginia,500.0,520.0,4,500,95,288,1,1
Charlottesville,16-30,21-30 Years,2019-07-23,Home Mortgage,Virginia,1000.0,1052.0,5,"1,000",19,288,1,1
Tampa,16-30,21-30 Years,2019-09-13,Home Mortgage,Florida,1000.0,1055.0,5,"1,000",19,288,1,1
Greenville,31-45,21-30 Years,2020-03-13,Home Mortgage,South Carolina,1000.0,1034.0,3,"1,000",35,288,1,1
Dallas,46-60,21-30 Years,2021-02-25,Home Mortgage,Texas,1000.0,1052.0,5,"1,000",48,288,1,1
Washington,46-60,21-30 Years,2021-02-16,Home Mortgage,District of Columbia,1000.0,1036.0,4,"1,000",54,288,1,1
Rochester,0-15,21-30 Years,2022-05-08,Home Mortgage,New York,2000.0,2094.0,5,"2,000",7,288,1,1
Bethesda,16-30,21-30 Years,2022-02-09,Home Mortgage,Maryland,2000.0,2111.0,6,"2,000",30,288,1,1
Little Rock,46-60,21-30 Years,2019-08-11,Home Mortgage,Arkansas,2000.0,2084.0,4,"2,000",48,288,1,1
Mountain View,61-75,21-30 Years,2021-05-31,Home Mortgage,California,2000.0,2105.0,5,"2,000",61,288,1,1
Waco,76-90,21-30 Years,2022-03-19,Home Mortgage,Texas,3000.0,3162.0,5,"3,000",77,288,1,1
New Haven,31-45,21-30 Years,2021-01-12,Home Mortgage,Connecticut,5000.0,5251.0,5,"5,000",34,288,1,1
Trenton,31-45,21-30 Years,2020-05-26,Home Mortgage,New Jersey,6000.0,6270.0,5,"6,000",41,288,1,1
Sacramento,46-60,21-30 Years,2019-11-24,Home Mortgage,California,6000.0,6263.0,4,"6,000",54,288,1,1
Corpus Christi,76-90,21-30 Years,2020-01-14,Home Mortgage,Texas,8000.0,8311.0,4,"8,000",83,288,1,1
Fullerton,0-15,21-30 Years,2022-01-01,Home Mortgage,California,25000.0,26425.0,6,"25,000",6,288,1,1
Phoenix,0-15,21-30 Years,2021-03-23,Home Mortgage,Arizona,500.0,516.0,3,500,7,300,1,1
Worcester,0-15,21-30 Years,2021-11-08,Home Mortgage,Massachusetts,500.0,522.0,4,500,7,300,1,1
Fresno,16-30,21-30 Years,2022-06-04,Home Mortgage,California,500.0,515.0,3,500,18,300,1,1
Sacramento,16-30,21-30 Years,2021-07-11,Home Mortgage,California,500.0,522.0,4,500,20,300,1,1
Spokane,16-30,21-30 Years,2020-08-05,Home Mortgage,Washington,500.0,518.0,4,500,23,300,1,1
Saint Paul,16-30,21-30 Years,2020-07-09,Home Mortgage,Minnesota,500.0,521.0,4,500,25,300,1,1
Des Moines,46-60,21-30 Years,2020-02-18,Home Mortgage,Iowa,500.0,521.0,4,500,46,300,1,1
Winter Haven,46-60,21-30 Years,2021-04-08,Home Mortgage,Florida,500.0,526.0,5,500,47,300,1,1
Bronx,46-60,21-30 Years,2021-08-21,Home Mortgage,New York,500.0,527.0,5,500,48,300,1,1
Fresno,61-75,21-30 Years,2021-08-12,Home Mortgage,California,500.0,524.0,5,500,61,300,1,1
Atlanta,76-90,21-30 Years,2021-08-12,Home Mortgage,Georgia,500.0,519.0,4,500,78,300,1,1
Austin,0-15,21-30 Years,2020-03-09,Home Mortgage,Texas,1000.0,1055.0,5,"1,000",6,300,1,1
Fort Worth,0-15,21-30 Years,2021-12-22,Home Mortgage,Texas,1000.0,1033.0,3,"1,000",10,300,1,1
Philadelphia,16-30,21-30 Years,2019-08-18,Home Mortgage,Pennsylvania,1000.0,1031.0,3,"1,000",19,300,1,1
Brooklyn,31-45,21-30 Years,2020-11-22,Home Mortgage,New York,1000.0,1053.0,5,"1,000",44,300,1,1
Fort Worth,76-90,21-30 Years,2021-10-01,Home Mortgage,Texas,1000.0,1041.0,4,"1,000",76,300,1,1
Shawnee Mission,31-45,21-30 Years,2020-09-20,Home Mortgage,Kansas,2000.0,2088.0,4,"2,000",41,300,1,1
West Palm Beach,16-30,21-30 Years,2022-01-08,Home Mortgage,Florida,4000.0,4121.0,3,"4,000",21,300,1,1
Olympia,31-45,21-30 Years,2021-01-26,Home Mortgage,Washington,6000.0,6223.0,4,"6,000",45,300,1,1
Rockville,31-45,21-30 Years,2019-07-25,Home Mortgage,Maryland,8000.0,8343.0,4,"8,000",36,300,1,1
Birmingham,31-45,21-30 Years,2021-03-09,Home Mortgage,Alabama,28000.0,29296.0,5,"28,000",37,300,1,1
Houston,0-15,21-30 Years,2020-07-03,Home Mortgage,Texas,500.0,516.0,3,500,8,312,1,1
Garland,0-15,21-30 Years,2020-04-28,Home Mortgage,Texas,500.0,519.0,4,500,9,312,1,1
Atlanta,16-30,21-30 Years,2019-10-06,Home Mortgage,Georgia,500.0,526.0,5,500,22,312,1,1
Arlington,16-30,21-30 Years,2020-04-15,Home Mortgage,Virginia,500.0,525.0,5,500,24,312,1,1
North Port,61-75,21-30 Years,2022-01-31,Home Mortgage,Florida,500.0,522.0,4,500,61,312,1,1
Seattle,61-75,21-30 Years,2020-02-29,Home Mortgage,Washington,500.0,515.0,3,500,68,312,1,1
Athens,61-75,21-30 Years,2020-07-16,Home Mortgage,Georgia,500.0,526.0,5,500,70,312,1,1
Harrisburg,76-90,21-30 Years,2022-04-01,Home Mortgage,Pennsylvania,500.0,525.0,5,500,79,312,1,1
Miami,76-90,21-30 Years,2019-11-30,Home Mortgage,Florida,500.0,521.0,4,500,83,312,1,1
Pueblo,76-90,21-30 Years,2020-04-25,Home Mortgage,Colorado,500.0,520.0,4,500,84,312,1,1
Bismarck,76-90,21-30 Years,2020-04-08,Home Mortgage,North Dakota,500.0,529.0,6,500,85,312,1,1
Alhambra,90+,21-30 Years,2019-12-28,Home Mortgage,California,500.0,521.0,4,500,94,312,1,1
Trenton,61-75,21-30 Years,2021-06-26,Home Mortgage,New Jersey,1000.0,1044.0,4,"1,000",66,312,1,1
Canton,61-75,21-30 Years,2020-02-19,Home Mortgage,Ohio,1000.0,1040.0,4,"1,000",73,312,1,1
Miami,61-75,21-30 Years,2019-08-06,Home Mortgage,Florida,1000.0,1043.0,4,"1,000",73,312,1,1
Tulsa,90+,21-30 Years,2021-02-28,Home Mortgage,Oklahoma,1000.0,1044.0,4,"1,000",93,312,1,1
Albuquerque,31-45,21-30 Years,2020-03-21,Home Mortgage,New Mexico,2000.0,2068.0,3,"2,000",39,312,1,1
Fort Worth,76-90,21-30 Years,2020-08-19,Home Mortgage,Texas,2000.0,2106.0,5,"2,000",88,312,1,1
New York City,76-90,21-30 Years,2019-12-12,Home Mortgage,New York,3000.0,3090.0,3,"3,000",83,312,1,1
Boulder,90+,21-30 Years,2020-04-12,Home Mortgage,Colorado,3000.0,3095.0,3,"3,000",92,312,1,1
Houston,46-60,21-30 Years,2019-07-14,Home Mortgage,Texas,4000.0,4234.0,6,"4,000",59,312,1,1
Austin,16-30,21-30 Years,2022-05-29,Home Mortgage,Texas,5000.0,5204.0,4,"5,000",20,312,1,1
Dayton,0-15,21-30 Years,2021-09-12,Home Mortgage,Ohio,13000.0,13475.0,4,"13,000",8,312,1,1
Albany,0-15,21-30 Years,2022-04-08,Home Mortgage,Georgia,500.0,530.0,6,500,3,324,1,1
Washington,0-15,21-30 Years,2020-10-01,Home Mortgage,District of Columbia,500.0,523.0,5,500,11,324,1,1
Jamaica,0-15,21-30 Years,2021-08-06,Home Mortgage,New York,500.0,524.0,5,500,11,324,1,1
Little Rock,16-30,21-30 Years,2021-05-19,Home Mortgage,Arkansas,500.0,518.0,4,500,23,324,1,1
Levittown,16-30,21-30 Years,2022-04-21,Home Mortgage,Pennsylvania,500.0,517.0,3,500,25,324,1,1
Ventura,31-45,21-30 Years,2021-07-21,Home Mortgage,California,500.0,516.0,3,500,39,324,1,1
Akron,31-45,21-30 Years,2021-04-12,Home Mortgage,Ohio,500.0,523.0,5,500,39,324,1,1
Sacramento,46-60,21-30 Years,2021-07-28,Home Mortgage,California,500.0,528.0,6,500,46,324,1,1
Beaverton,46-60,21-30 Years,2022-06-25,Home Mortgage,Oregon,500.0,526.0,5,500,58,324,1,1
Dallas,61-75,21-30 Years,2020-04-27,Home Mortgage,Texas,500.0,517.0,3,500,64,324,1,1
Phoenix,76-90,21-30 Years,2019-12-08,Home Mortgage,Arizona,500.0,521.0,4,500,85,324,1,1
Milwaukee,90+,21-30 Years,2021-07-03,Home Mortgage,Wisconsin,500.0,527.0,5,500,94,324,1,1
Milwaukee,0-15,21-30 Years,2022-05-30,Home Mortgage,Wisconsin,1000.0,1037.0,4,"1,000",2,324,1,1
Saint Paul,0-15,21-30 Years,2021-09-01,Home Mortgage,Minnesota,1000.0,1057.0,6,"1,000",7,324,1,1
Naples,31-45,21-30 Years,2020-09-29,Home Mortgage,Florida,1000.0,1040.0,4,"1,000",32,324,1,1
San Diego,31-45,21-30 Years,2021-01-06,Home Mortgage,California,1000.0,1038.0,4,"1,000",37,324,1,1
Savannah,31-45,21-30 Years,2021-11-12,Home Mortgage,Georgia,1000.0,1059.0,6,"1,000",40,324,1,1
New York City,0-15,21-30 Years,2021-11-01,Home Mortgage,New York,2000.0,2072.0,4,"2,000",8,324,1,1
Indianapolis,31-45,21-30 Years,2020-09-14,Home Mortgage,Indiana,2000.0,2103.0,5,"2,000",35,324,1,1
El Paso,16-30,21-30 Years,2022-03-13,Home Mortgage,Texas,3000.0,3129.0,4,"3,000",16,324,1,1
Orlando,31-45,21-30 Years,2019-09-30,Home Mortgage,Florida,500.0,515.0,3,500,41,336,1,1
Fort Worth,31-45,21-30 Years,2022-05-13,Home Mortgage,Texas,500.0,528.0,6,500,43,336,1,1
Minneapolis,31-45,21-30 Years,2021-09-27,Home Mortgage,Minnesota,500.0,522.0,4,500,44,336,1,1
Huntington,46-60,21-30 Years,2021-09-08,Home Mortgage,West Virginia,500.0,528.0,6,500,47,336,1,1
Stockton,46-60,21-30 Years,2022-03-26,Home Mortgage,California,500.0,517.0,3,500,49,336,1,1
Sacramento,46-60,21-30 Years,2020-02-27,Home Mortgage,California,500.0,517.0,3,500,56,336,1,1
Fort Smith,46-60,21-30 Years,2019-12-30,Home Mortgage,Arkansas,500.0,525.0,5,500,56,336,1,1
Albany,61-75,21-30 Years,2020-05-12,Home Mortgage,New York,500.0,530.0,6,500,63,336,1,1
Akron,61-75,21-30 Years,2020-10-08,Home Mortgage,Ohio,500.0,528.0,6,500,65,336,1,1
Jamaica,61-75,21-30 Years,2022-03-05,Home Mortgage,New York,500.0,517.0,3,500,72,336,1,1
Arlington,61-75,21-30 Years,2022-03-15,Home Mortgage,Texas,500.0,522.0,4,500,74,336,1,1
Charleston,76-90,21-30 Years,2019-10-24,Home Mortgage,West Virginia,500.0,522.0,4,500,76,336,1,1
Boca Raton,76-90,21-30 Years,2020-11-21,Home Mortgage,Florida,500.0,518.0,4,500,87,336,1,1
Tacoma,76-90,21-30 Years,2021-07-03,Home Mortgage,Washington,500.0,526.0,5,500,90,336,1,1
Oakland,0-15,21-30 Years,2020-07-10,Home Mortgage,California,1000.0,1039.0,4,"1,000",2,336,1,1
Syracuse,16-30,21-30 Years,2021-06-24,Home Mortgage,New York,1000.0,1058.0,6,"1,000",17,336,1,1
Trenton,16-30,21-30 Years,2020-07-04,Home Mortgage,New Jersey,1000.0,1059.0,6,"1,000",24,336,1,1
Huntington,31-45,21-30 Years,2022-05-29,Home Mortgage,West Virginia,1000.0,1058.0,6,"1,000",40,336,1,1
Bradenton,90+,21-30 Years,2020-09-02,Home Mortgage,Florida,2000.0,2065.0,3,"2,000",93,336,1,1
Charlotte,46-60,21-30 Years,2019-08-30,Home Mortgage,North Carolina,3000.0,3119.0,4,"3,000",55,336,1,1
Indianapolis,76-90,21-30 Years,2019-09-08,Home Mortgage,Indiana,3000.0,3117.0,4,"3,000",81,336,1,1
Bakersfield,61-75,21-30 Years,2020-10-31,Home Mortgage,California,4000.0,4184.0,5,"4,000",61,336,1,1
Norcross,61-75,21-30 Years,2019-11-18,Home Mortgage,Georgia,4000.0,4204.0,5,"4,000",68,336,1,1
New Orleans,61-75,21-30 Years,2020-07-09,Home Mortgage,Louisiana,4000.0,4129.0,3,"4,000",70,336,1,1
Cincinnati,16-30,21-30 Years,2021-08-19,Home Mortgage,Ohio,6000.0,6230.0,4,"6,000",29,336,1,1
Springfield,61-75,21-30 Years,2019-09-23,Home Mortgage,Ohio,7000.0,7280.0,4,"7,000",69,336,1,1
Newport News,76-90,21-30 Years,2021-06-23,Home Mortgage,Virginia,7000.0,7240.0,3,"7,000",77,336,1,1
Richmond,76-90,21-30 Years,2019-12-05,Home Mortgage,Virginia,15000.0,15899.0,6,"15,000",86,336,1,1
Lehigh Acres,0-15,21-30 Years,2021-12-26,Home Mortgage,Florida,500.0,530.0,6,500,1,348,1,1
Oakland,0-15,21-30 Years,2021-02-28,Home Mortgage,California,500.0,522.0,4,500,9,348,1,1
Columbia,16-30,21-30 Years,2021-01-28,Home Mortgage,Missouri,500.0,517.0,3,500,24,348,1,1
Las Vegas,16-30,21-30 Years,2021-09-21,Home Mortgage,Nevada,500.0,524.0,5,500,26,348,1,1
Salt Lake City,31-45,21-30 Years,2020-05-02,Home Mortgage,Utah,500.0,518.0,4,500,34,348,1,1
Arvada,31-45,21-30 Years,2020-08-30,Home Mortgage,Colorado,500.0,527.0,5,500,43,348,1,1
Indianapolis,46-60,21-30 Years,2019-09-03,Home Mortgage,Indiana,500.0,527.0,5,500,47,348,1,1
Miami,46-60,21-30 Years,2019-08-08,Home Mortgage,Florida,500.0,523.0,5,500,54,348,1,1
Pasadena,61-75,21-30 Years,2020-07-16,Home Mortgage,California,500.0,519.0,4,500,72,348,1,1
Oakland,61-75,21-30 Years,2021-06-16,Home Mortgage,California,500.0,521.0,4,500,73,348,1,1
South Lake Tahoe,76-90,21-30 Years,2019-08-13,Home Mortgage,California,500.0,530.0,6,500,78,348,1,1
Erie,76-90,21-30 Years,2020-06-18,Home Mortgage,Pennsylvania,500.0,526.0,5,500,79,348,1,1
Reno,76-90,21-30 Years,2021-08-10,Home Mortgage,Nevada,500.0,526.0,5,500,80,348,1,1
Richmond,76-90,21-30 Years,2021-11-05,Home Mortgage,Virginia,500.0,526.0,5,500,85,348,1,1
Lincoln,46-60,21-30 Years,2021-02-08,Home Mortgage,Nebraska,1000.0,1042.0,4,"1,000",59,348,1,1
Mesquite,61-75,21-30 Years,2022-02-13,Home Mortgage,Texas,1000.0,1052.0,5,"1,000",66,348,1,1
Lincoln,31-45,21-30 Years,2021-09-12,Home Mortgage,Nebraska,2000.0,2089.0,4,"2,000",40,348,1,1
Raleigh,46-60,21-30 Years,2022-06-19,Home Mortgage,North Carolina,2000.0,2072.0,4,"2,000",49,348,1,1
Lafayette,76-90,21-30 Years,2022-06-20,Home Mortgage,Indiana,2000.0,2087.0,4,"2,000",86,348,1,1
Baltimore,46-60,21-30 Years,2021-10-16,Home Mortgage,Maryland,4000.0,4125.0,3,"4,000",54,348,1,1
Newton,46-60,21-30 Years,2022-04-15,Home Mortgage,Massachusetts,5000.0,5234.0,5,"5,000",48,348,1,1
Houston,0-15,21-30 Years,2021-03-01,Home Mortgage,Texas,500.0,521.0,4,500,9,360,1,1
Burbank,16-30,21-30 Years,2021-02-01,Home Mortgage,California,500.0,518.0,4,500,23,360,1,1
Amarillo,16-30,21-30 Years,2021-06-13,Home Mortgage,Texas,500.0,522.0,4,500,23,360,1,1
Philadelphia,16-30,21-30 Years,2021-03-07,Home Mortgage,Pennsylvania,500.0,523.0,5,500,25,360,1,1
Fresno,31-45,21-30 Years,2021-04-22,Home Mortgage,California,500.0,524.0,5,500,34,360,1,1
Washington,46-60,21-30 Years,2020-02-05,Home Mortgage,District of Columbia,500.0,525.0,5,500,51,360,1,1
Vancouver,61-75,21-30 Years,2019-10-26,Home Mortgage,Washington,500.0,517.0,3,500,67,360,1,1
San Antonio,76-90,21-30 Years,2020-08-12,Home Mortgage,Texas,500.0,525.0,5,500,76,360,1,1
Greensboro,76-90,21-30 Years,2021-03-24,Home Mortgage,North Carolina,500.0,526.0,5,500,86,360,1,1
Washington,0-15,21-30 Years,2020-04-27,Home Mortgage,District of Columbia,1000.0,1052.0,5,"1,000",11,360,1,1
El Paso,0-15,21-30 Years,2022-06-17,Home Mortgage,Texas,1000.0,1049.0,5,"1,000",14,360,1,1
Columbus,46-60,21-30 Years,2021-12-11,Home Mortgage,Mississippi,1000.0,1050.0,5,"1,000",55,360,1,1
Redwood City,61-75,21-30 Years,2020-08-31,Home Mortgage,California,1000.0,1052.0,5,"1,000",63,360,1,1
Montgomery,61-75,21-30 Years,2021-06-17,Home Mortgage,Alabama,1000.0,1048.0,5,"1,000",73,360,1,1
Lansing,76-90,21-30 Years,2021-03-17,Home Mortgage,Michigan,1000.0,1055.0,6,"1,000",79,360,1,1
Hagerstown,46-60,21-30 Years,2021-04-20,Home Mortgage,Maryland,2000.0,2097.0,5,"2,000",58,360,1,1
Hartford,31-45,21-30 Years,2022-03-27,Home Mortgage,Connecticut,3000.0,3101.0,3,"3,000",43,360,1,1
Miami,61-75,21-30 Years,2020-03-16,Home Mortgage,Florida,3000.0,3106.0,4,"3,000",75,360,1,1
Saint Paul,0-15,21-30 Years,2021-12-06,Home Mortgage,Minnesota,4000.0,4149.0,4,"4,000",10,360,1,1
Toledo,46-60,21-30 Years,2021-10-10,Home Mortgage,Ohio,7000.0,7326.0,5,"7,000",48,360,1,1
Grand Rapids,76-90,21-30 Years,2020-05-29,Home Mortgage,Michigan,8000.0,8437.0,5,"8,000",85,360,1,1
Bradenton,0-15,1-10 Years,2021-11-22,Home Office,Florida,500.0,541.0,8,500,5,12,1,1
Huntington,0-15,1-10 Years,2020-12-04,Home Office,West Virginia,500.0,531.0,6,500,8,12,1,1
New York City,0-15,1-10 Years,2019-12-31,Home Office,New York,500.0,533.0,7,500,11,12,1,1
Myrtle Beach,61-75,1-10 Years,2021-02-15,Home Office,South Carolina,500.0,533.0,7,500,65,12,1,1
Memphis,90+,1-10 Years,2021-10-03,Home Office,Tennessee,500.0,543.0,9,500,93,12,1,1
Columbus,16-30,1-10 Years,2021-03-16,Home Office,Ohio,1000.0,1075.0,7,"1,000",16,12,1,1
Fayetteville,46-60,1-10 Years,2020-11-14,Home Office,North Carolina,6000.0,6509.0,8,"6,000",49,12,1,1
Raleigh,16-30,1-10 Years,2019-09-03,Home Office,North Carolina,8000.0,8629.0,8,"8,000",16,12,1,1
Mesa,31-45,1-10 Years,2022-06-03,Home Office,Arizona,500.0,539.0,8,500,35,24,1,1
Columbus,46-60,1-10 Years,2019-09-15,Home Office,Georgia,500.0,543.0,9,500,56,24,1,1
Rochester,46-60,1-10 Years,2020-05-15,Home Office,New York,500.0,533.0,7,500,58,24,1,1
Birmingham,61-75,1-10 Years,2021-07-20,Home Office,Alabama,500.0,532.0,6,500,66,24,1,1
El Paso,16-30,1-10 Years,2021-09-07,Home Office,Texas,1000.0,1081.0,8,"1,000",27,24,1,1
Paterson,90+,1-10 Years,2022-05-19,Home Office,New Jersey,4000.0,4313.0,8,"4,000",94,24,1,1
Amarillo,0-15,1-10 Years,2020-09-27,Home Office,Texas,5000.0,5336.0,7,"5,000",6,24,1,1
Berkeley,31-45,1-10 Years,2022-04-21,Home Office,California,12000.0,12752.0,6,"12,000",37,24,1,1
Tampa,0-15,1-10 Years,2021-05-23,Home Office,Florida,500.0,533.0,7,500,1,36,1,1
Lexington,16-30,1-10 Years,2020-01-25,Home Office,Kentucky,500.0,536.0,7,500,25,36,1,1
Chicago,46-60,1-10 Years,2020-06-07,Home Office,Illinois,500.0,535.0,7,500,48,36,1,1
Salt Lake City,46-60,1-10 Years,2021-10-23,Home Office,Utah,500.0,543.0,9,500,50,36,1,1
Scranton,46-60,1-10 Years,2020-01-28,Home Office,Pennsylvania,500.0,536.0,7,500,60,36,1,1
Sacramento,61-75,1-10 Years,2022-03-22,Home Office,California,2000.0,2139.0,7,"2,000",75,36,1,1
Indianapolis,0-15,1-10 Years,2020-05-14,Home Office,Indiana,500.0,543.0,9,500,11,48,1,1
Denver,16-30,1-10 Years,2021-01-06,Home Office,Colorado,500.0,543.0,9,500,27,48,1,1
Louisville,16-30,1-10 Years,2021-04-19,Home Office,Kentucky,500.0,540.0,8,500,30,48,1,1
Tulsa,31-45,1-10 Years,2020-11-06,Home Office,Oklahoma,500.0,542.0,8,500,40,48,1,1
Houston,31-45,1-10 Years,2021-09-19,Home Office,Texas,500.0,540.0,8,500,41,48,1,1
Pasadena,31-45,1-10 Years,2019-12-23,Home Office,California,500.0,531.0,6,500,42,48,1,1
Wilmington,31-45,1-10 Years,2022-04-10,Home Office,Delaware,500.0,538.0,8,500,45,48,1,1
Jamaica,46-60,1-10 Years,2022-04-08,Home Office,New York,500.0,541.0,8,500,47,48,1,1
Waterbury,46-60,1-10 Years,2020-08-03,Home Office,Connecticut,500.0,532.0,6,500,49,48,1,1
Tampa,46-60,1-10 Years,2022-03-21,Home Office,Florida,500.0,544.0,9,500,54,48,1,1
Norfolk,76-90,1-10 Years,2020-08-13,Home Office,Virginia,500.0,544.0,9,500,83,48,1,1
Mobile,31-45,1-10 Years,2021-10-26,Home Office,Alabama,1000.0,1067.0,7,"1,000",38,48,1,1
Detroit,46-60,1-10 Years,2020-08-03,Home Office,Michigan,1000.0,1077.0,8,"1,000",50,48,1,1
Kansas City,46-60,1-10 Years,2021-07-20,Home Office,Missouri,1000.0,1089.0,9,"1,000",50,48,1,1
Baltimore,61-75,1-10 Years,2020-04-08,Home Office,Maryland,1000.0,1072.0,7,"1,000",61,48,1,1
Denver,16-30,1-10 Years,2020-03-20,Home Office,Colorado,2000.0,2171.0,9,"2,000",16,48,1,1
Portland,61-75,1-10 Years,2021-06-22,Home Office,Oregon,3000.0,3216.0,7,"3,000",74,48,1,1
Dallas,46-60,1-10 Years,2019-07-15,Home Office,Texas,4000.0,4278.0,7,"4,000",57,48,1,1
Atlanta,16-30,1-10 Years,2022-05-24,Home Office,Georgia,16000.0,17218.0,8,"16,000",21,48,1,1
Philadelphia,0-15,1-10 Years,2020-06-21,Home Office,Pennsylvania,500.0,544.0,9,500,9,60,1,1
Amarillo,16-30,1-10 Years,2021-03-30,Home Office,Texas,500.0,538.0,8,500,19,60,1,1
Dallas,46-60,1-10 Years,2021-09-28,Home Office,Texas,500.0,540.0,8,500,51,60,1,1
Palmdale,46-60,1-10 Years,2022-03-15,Home Office,California,500.0,535.0,7,500,56,60,1,1
Albuquerque,46-60,1-10 Years,2019-11-24,Home Office,New Mexico,500.0,540.0,8,500,58,60,1,1
Montpelier,61-75,1-10 Years,2020-06-08,Home Office,Vermont,500.0,543.0,9,500,67,60,1,1
Atlanta,61-75,1-10 Years,2022-02-06,Home Office,Georgia,500.0,540.0,8,500,69,60,1,1
Springfield,61-75,1-10 Years,2020-07-15,Home Office,Missouri,500.0,544.0,9,500,73,60,1,1
New Orleans,90+,1-10 Years,2022-06-19,Home Office,Louisiana,500.0,536.0,7,500,94,60,1,1
Trenton,31-45,1-10 Years,2020-08-24,Home Office,New Jersey,1000.0,1077.0,8,"1,000",32,60,1,1
Lake Charles,76-90,1-10 Years,2020-03-14,Home Office,Louisiana,1000.0,1084.0,8,"1,000",80,60,1,1
Brooklyn,46-60,1-10 Years,2019-08-23,Home Office,New York,2000.0,2173.0,9,"2,000",49,60,1,1
Chattanooga,61-75,1-10 Years,2019-10-09,Home Office,Tennessee,2000.0,2172.0,9,"2,000",68,60,1,1
Dallas,61-75,1-10 Years,2019-09-21,Home Office,Texas,2000.0,2150.0,7,"2,000",71,60,1,1
Pasadena,90+,1-10 Years,2020-01-18,Home Office,California,2000.0,2154.0,8,"2,000",95,60,1,1
Colorado Springs,61-75,1-10 Years,2022-04-05,Home Office,Colorado,3000.0,3212.0,7,"3,000",64,60,1,1
Ashburn,76-90,1-10 Years,2021-01-31,Home Office,Virginia,3000.0,3233.0,8,"3,000",86,60,1,1
Duluth,16-30,1-10 Years,2021-12-08,Home Office,Georgia,7000.0,7512.0,7,"7,000",22,60,1,1
Fresno,31-45,1-10 Years,2020-10-07,Home Office,California,12000.0,12799.0,7,"12,000",34,60,1,1
Dallas,76-90,1-10 Years,2022-07-15,Home Office,Texas,24000.0,25577.0,7,"24,000",77,60,1,1
Springfield,0-15,1-10 Years,2020-06-17,Personal Loans,Massachusetts,500.0,546.0,9,500,4,24,1,1
Los Angeles,76-90,1-10 Years,2019-07-22,Personal Loans,California,500.0,545.0,9,500,81,24,1,1
Washington,0-15,1-10 Years,2020-02-16,Personal Loans,District of Columbia,1000.0,1093.0,9,"1,000",1,24,1,1
Bryan,16-30,1-10 Years,2021-03-17,Personal Loans,Texas,1000.0,1090.0,9,"1,000",17,24,1,1
Springfield,0-15,1-10 Years,2020-07-10,Personal Loans,Virginia,500.0,544.0,9,500,1,36,1,1
New York City,31-45,1-10 Years,2019-09-18,Personal Loans,New York,500.0,546.0,9,500,31,36,1,1
